code,name,bucket,estab,years,scale,company,ftype,index_name,managers,cur_start,tenure,mgr_changes_5y,fee_now,sgzt,cagr1,cagr3,cagr5,cagr8,cagr10,cagr_since,vol5,mdd5,mdd10,mdd_all,max_year_key,max_year,sharpe1y,latest,siblings,score,selected
519770,交银优择回报灵活配置混合A,国内权益,2016-04-22,10.3847,44.1628,交银施罗德基金,混合型-灵活,,"周珊珊,高扬",2026-07-25,0.1287,5,0.08%,开放申购,99.7780,60.0095,32.3951,23.7985,19.7608,19.1680,24.6593,-29.3153,-29.3153,-29.3153,2025,144.1862,2.4069,2026-09-10,['519771'],,
001412,德邦鑫星价值灵活配置混合A,国内权益,2015-06-19,11.2279,33.6593,德邦基金,混合型-灵活,,陆阳,2026-05-29,0.2847,7,0.15%,开放申购,75.2193,74.1583,31.7328,23.6462,19.5158,17.4939,41.1993,-45.7976,-45.7976,-45.7976,2025,129.1882,1.4129,2026-09-10,['002112'],,
519158,新华趋势领航混合,国内权益,2013-09-11,12.9966,7.6913,新华基金,混合型-偏股,,蔡春红,2026-08-21,0.0548,4,0.15%,开放申购,84.0620,45.0158,9.4937,21.1773,14.9974,18.5165,37.5296,-70.2724,-70.2724,-70.2724,2025,78.4699,1.7548,2026-09-10,[],,
001480,财通成长优选混合A,国内权益,2015-06-29,11.2005,63.0772,财通基金,混合型-灵活,,金梓才,2015-06-29,11.2005,0,0.15%,开放申购,135.5429,74.5136,20.6740,33.8797,23.7212,19.6547,41.8194,-58.6738,-58.6738,-58.6738,2025,88.6148,2.5449,2026-09-10,[],,
519732,交银定期支付双息平衡混合,国内权益,2013-09-04,13.0157,40.6927,交银施罗德基金,混合型-平衡,,徐嘉辰,2026-08-29,0.0329,4,0.15%,开放申购,50.7206,24.0686,11.2611,15.1914,15.9507,18.0610,21.3378,-29.6720,-44.2462,-44.2462,2015,55.8559,1.5840,2026-09-10,[],,
000522,华润元大信息传媒科技混合A,国内权益,2014-03-31,12.4463,3.0672,华润元大基金,混合型-偏股,,李武群,2026-03-20,0.4764,2,0.15%,开放申购,53.9688,45.2239,21.5854,24.8466,16.8482,16.9782,36.4137,-37.5088,-45.3284,-62.3114,2025,77.7807,1.3122,2026-09-10,[],,
050022,博时回报混合,国内权益,2011-11-08,14.8392,8.4715,博时基金,混合型-灵活,,刘宁,2026-08-05,0.0986,2,0.15%,开放申购,59.5641,39.3451,14.0263,22.1986,15.2383,14.7001,30.8186,-48.8368,-48.8368,-48.8368,2019,95.9947,1.4186,2026-09-10,[],,
240011,华宝大盘精选混合,国内权益,2008-10-07,17.9247,10.8291,华宝基金,混合型-偏股,,郑英亮,2023-02-21,3.5510,2,0.15%,开放申购,53.6256,48.3300,10.4298,22.1338,14.9642,11.6936,28.2640,-60.6964,-64.7343,-64.7343,2025,120.8025,1.7152,2026-09-10,[],,
112002,易方达策略成长二号混合,国内权益,2006-08-16,20.0684,19.4922,易方达基金,混合型-偏股,,张琦,2022-04-21,4.3888,1,0.20%,开放申购,40.4637,24.7623,6.1156,11.1255,7.3241,6.0305,28.0338,-52.0237,-52.0237,-74.5266,2025,92.2118,1.7218,2026-09-10,[],,
257070,国联安优选行业混合A,国内权益,2011-05-23,15.3018,81.6594,国联安基金,混合型-偏股,,潘明,2015-04-17,11.4004,0,0.15%,开放申购,87.6263,42.9441,10.2624,23.1823,14.6190,14.3070,42.5278,-63.8300,-63.8300,-71.0781,2015,90.3646,1.6683,2026-09-10,[],,
080002,长盛创新先锋混合A,国内权益,2008-06-04,18.2669,1.1113,长盛基金,混合型-灵活,,滕光耀,2025-11-21,0.8022,1,0.15%,开放申购,33.2113,23.6709,8.8270,15.1905,10.5614,11.9011,24.0169,-43.4828,-43.4828,-43.4828,2009,55.7497,1.1491,2026-09-10,['012716'],,
000698,宝盈科技30混合,国内权益,2014-08-13,12.0767,20.4147,宝盈基金,混合型-灵活,,"容志能,赵国进",2026-06-13,0.2437,4,0.15%,开放申购,37.1289,39.5575,13.0461,23.5407,16.4904,17.8900,34.6394,-57.6647,-57.6647,-61.3543,2025,107.5026,0.9239,2026-09-10,[],,
002152,华宝核心优势混合A,国内权益,2016-01-21,10.6366,24.0323,华宝基金,混合型-灵活,,郑英亮,2025-08-16,1.0678,2,0.15%,开放申购,53.6923,49.6358,21.1782,24.9322,19.1315,18.3361,28.3976,-38.1274,-40.6313,-40.6313,2025,122.0420,1.7306,2026-09-10,[],,
210002,金鹰红利价值混合A,国内权益,2008-12-04,17.7659,9.8956,金鹰基金,混合型-灵活,,陈颖,2026-01-31,0.6078,3,0.15%,开放申购,-10.2527,7.2409,10.9148,13.5114,9.3130,11.6971,22.8231,-28.2945,-28.8872,-39.7345,2009,48.6489,-0.5136,2026-09-10,[],,
000534,长盛高端装备混合A,国内权益,2014-03-25,12.4627,13.5299,长盛基金,混合型-灵活,,郭堃,2025-11-21,0.8022,1,0.15%,开放申购,35.7109,28.6095,13.4027,22.4735,15.7021,16.5763,27.0797,-40.0323,-40.0323,-50.9685,2020,69.3539,1.0533,2026-09-10,[],,
260112,景顺长城能源基建混合A,国内权益,2009-10-20,16.8898,24.0232,景顺长城基金,混合型-偏股,,邹立虎,2025-05-16,1.3196,2,0.15%,开放申购,31.5829,17.5875,14.7984,14.7984,12.7477,11.6448,14.1356,-15.6510,-20.0465,-34.9148,2015,62.9928,1.4790,2026-09-10,[],,
000979,景顺长城沪港深精选股票A,国内权益,2015-04-15,11.4059,97.9607,景顺长城基金,股票型,,张仲维,2025-05-16,1.3196,2,0.15%,开放申购,42.7521,35.6976,25.0769,22.3951,18.2525,14.8579,23.9818,-35.8036,-35.8036,-36.9664,2025,73.2794,1.0410,2026-09-10,[],,
000828,宏利转型机遇股票A,国内权益,2014-11-18,11.8111,30.0190,宏利基金,股票型,,孟杰,2025-01-23,1.6290,1,0.12%,开放申购,43.5251,45.4848,9.3906,30.9759,21.0347,17.9745,37.0911,-61.5687,-61.5687,-61.8899,2020,99.4695,1.5552,2026-09-10,['012800'],,
000354,长盛城镇化主题混合A,国内权益,2013-11-12,12.8268,5.5523,长盛基金,混合型-偏股,,代毅,2018-09-14,7.9890,0,0.15%,开放申购,52.4739,47.3577,14.6175,18.4293,11.4359,14.8755,43.2369,-59.2587,-59.2587,-59.2587,2025,110.3229,1.0431,2026-09-10,[],,
000574,宝盈新价值混合A,国内权益,2014-04-10,12.4189,5.1068,宝盈基金,混合型-灵活,,张戈,2025-08-02,1.1061,1,0.15%,开放申购,29.6693,13.9025,9.7041,18.8379,10.8025,15.8181,17.6383,-22.6908,-36.6775,-61.4439,2015,121.0534,1.1361,2026-09-10,['007574'],,
540010,汇丰晋信科技先锋股票,国内权益,2011-07-27,15.1239,21.2398,汇丰晋信基金,股票型,,陈平,2015-07-25,11.1294,0,0.15%,开放申购,101.8913,46.7148,11.6830,18.6360,10.5540,12.5099,37.1626,-64.4245,-66.5422,-66.5422,2025,99.8580,1.9479,2026-09-10,[],,
213003,宝盈策略增长混合,国内权益,2007-01-19,19.6413,22.3939,宝盈基金,混合型-偏股,,"容志能,张戈",2026-07-04,0.1862,3,0.15%,开放申购,32.6641,39.3641,12.7597,18.3067,9.9625,7.8656,34.9874,-55.1500,-55.1500,-75.3704,2025,114.2687,0.8173,2026-09-10,[],,
740001,长安宏观策略混合A,国内权益,2012-03-09,14.5051,5.4601,长安基金,混合型-偏股,,"王浩聿,林忠晶",2026-07-29,0.1177,4,0.15%,开放申购,71.9235,34.5180,15.3526,14.8025,9.2556,12.3888,37.7715,-45.1561,-45.1561,-49.9452,2025,101.0870,1.5399,2026-09-10,[],,
530019,建信社会责任混合A,国内权益,2012-08-14,14.0726,3.2287,建信基金,混合型-偏股,,赵荣杰,2026-03-24,0.4654,4,0.15%,开放申购,78.1063,21.7698,5.9890,12.3111,8.3564,11.2060,35.3979,-63.2002,-68.2601,-68.2601,2025,63.1282,1.7301,2026-09-10,[],,
000598,长盛生态环境混合A,国内权益,2014-09-10,12.0000,5.5703,长盛基金,混合型-灵活,,滕光耀,2025-11-21,0.8022,1,0.15%,开放申购,42.5114,28.2540,12.5936,18.1594,14.5782,15.4978,26.6019,-40.5460,-40.5460,-44.9269,2025,50.0172,1.2435,2026-09-10,[],,
160220,国泰民益混合(LOF)A,国内权益,2013-12-30,12.6954,2.5028,国泰基金,混合型-灵活,,赵大震,2026-06-23,0.2163,2,0.15%,开放申购,77.7967,35.3910,19.7566,18.3548,13.1336,12.5705,21.4231,-30.2893,-30.2893,-30.2893,2025,56.9758,1.9727,2026-09-10,['160226'],,
001075,宝盈转型动力混合A,国内权益,2015-04-29,11.3676,29.9597,宝盈基金,混合型-灵活,,"容志能,叶秀贤",2026-06-13,0.2437,5,0.15%,开放申购,56.2899,58.5197,25.1936,25.2017,16.8257,11.5026,37.0750,-39.8012,-41.4298,-60.4167,2025,126.5152,1.2711,2026-09-10,[],,
000688,景顺长城研究精选股票A,国内权益,2014-08-12,12.0794,41.5651,景顺长城基金,股票型,,江山,2025-08-09,1.0869,4,0.15%,开放申购,65.6025,47.6585,17.1203,16.0793,12.9472,12.8955,32.1465,-45.5564,-52.0338,-52.0338,2025,81.9683,1.5007,2026-09-10,[],,
161810,银华内需精选混合(LOF)A,国内权益,2009-07-01,17.0979,14.2295,银华基金,混合型-偏股,,王利刚,2026-01-09,0.6680,1,0.15%,开放申购,36.8195,23.1764,12.1783,19.3349,11.2046,9.8906,27.9283,-40.1969,-47.9670,-53.4415,2019,100.3839,0.9184,2026-09-10,[],,
002810,金信转型创新成长混合发起式A,国内权益,2016-06-08,10.2560,1.1526,金信基金,混合型-灵活,,杨超,2026-06-10,0.2519,5,0.15%,开放申购,42.6720,31.3940,17.9025,22.5166,14.8891,14.9734,28.7080,-39.6649,-39.6649,-39.6649,2020,92.7152,1.3949,2026-09-10,[],,
160215,国泰价值经典混合(LOF),国内权益,2010-08-13,16.0767,3.3402,国泰基金,混合型-灵活,,赵大震,2026-04-08,0.4244,3,0.15%,开放申购,39.3333,19.3483,8.4808,14.0291,11.4135,10.9660,29.5071,-49.6808,-49.6808,-51.1757,2025,54.2541,0.9674,2026-09-10,[],,
001753,红土创新新兴产业混合A,国内权益,2015-09-23,10.9651,57.4740,红土创新基金,混合型-灵活,,廖星昊,2022-12-16,3.7344,1,0.15%,开放申购,104.1307,60.8295,15.4034,24.8450,17.5854,14.6953,39.6539,-65.8601,-66.2902,-66.2902,2025,151.3787,2.1283,2026-09-10,[],,
001040,新华策略精选股票A,国内权益,2015-03-31,11.4470,17.0875,新华基金,股票型,,王永明,2026-08-21,0.0548,2,0.15%,开放申购,76.7528,43.5802,13.9433,22.5635,16.8326,14.2015,36.7610,-57.9392,-60.3873,-60.3873,2025,78.7511,1.6130,2026-09-10,[],,
002692,富国创新科技混合A,国内权益,2016-06-16,10.2341,151.5583,富国基金,混合型-偏股,,罗擎,2025-07-15,1.1554,1,0.15%,限大额,98.4307,49.4751,13.8383,22.4432,16.8770,15.9617,35.5745,-59.2503,-66.9716,-66.9716,2025,141.9136,2.0322,2026-09-10,['011120'],,
001607,英大策略优选A,国内权益,2015-12-02,10.7734,0.9615,英大基金,混合型-灵活,,"张媛,张大铮",2023-03-31,3.4470,1,0.08%,开放申购,70.0829,24.1723,11.8500,20.2132,16.3423,15.5272,26.6000,-39.5994,-39.5994,-39.5994,2019,56.4535,1.5475,2026-09-10,['001608'],,
001892,长盛新兴成长混合A,国内权益,2015-11-06,10.8446,2.0558,长盛基金,混合型-灵活,,汤其勇,2025-11-21,0.8022,3,0.15%,开放申购,53.8076,32.7020,16.4435,19.0816,14.2938,13.9163,28.2478,-39.5955,-39.5955,-39.5955,2020,48.9744,1.4014,2026-09-10,[],,
217021,招商优势企业混合A,国内权益,2012-02-01,14.6064,6.7592,招商基金,混合型-偏股,,陆文凯,2025-08-09,1.0869,4,0.15%,限大额,-17.6896,12.3809,9.6438,13.4483,9.0019,11.5552,29.8101,-40.8319,-40.8319,-40.8319,2020,47.8298,-0.9546,2026-09-10,[],,
001072,华安智能装备主题股票A,国内权益,2015-04-24,11.3812,27.1968,华安基金,股票型,,刘畅畅,2025-05-06,1.3470,1,0.15%,开放申购,55.4636,33.9619,11.2041,23.0513,17.0983,14.6522,30.9859,-46.8282,-46.8282,-46.8282,2019,72.4967,1.6825,2026-09-10,[],,
001198,东方惠新灵活配置混合A,国内权益,2015-04-21,11.3895,11.0427,东方基金,混合型-灵活,,严凯,2021-08-11,5.0815,0,0.08%,开放申购,130.5960,57.0059,20.4219,15.7203,12.2644,11.5166,38.3554,-56.1690,-56.1690,-56.1690,2026,70.3194,2.4376,2026-09-10,['002163'],,
164205,天弘文化新兴产业股票A,国内权益,2010-08-12,16.0794,3.7407,天弘基金,股票型,,张磊,2026-01-09,0.6680,2,0.15%,开放申购,38.2197,24.1679,10.4461,18.8765,13.5888,9.9478,25.2070,-36.3609,-43.0857,-46.1983,2019,90.7022,0.9236,2026-09-10,[],,
000586,景顺长城中小创精选股票A,国内权益,2014-04-30,12.3641,2.7232,景顺长城基金,股票型,,"张靖,刘力思",2024-11-15,1.8179,2,0.15%,开放申购,41.7357,18.7890,10.3755,17.1555,9.7556,12.9359,25.8337,-37.7340,-39.5274,-58.5843,2015,92.4152,1.2294,2026-09-10,[],,
002292,诺安益鑫灵活配置混合A,国内权益,2016-01-22,10.6338,1.3699,诺安基金,混合型-灵活,,陈衍鹏,2020-07-10,6.1684,0,0.15%,开放申购,46.9975,33.9776,18.8921,16.7483,12.6999,12.0979,24.3594,-36.0017,-36.0017,-36.0017,2025,41.2114,1.9021,2026-09-10,[],,
002252,融通成长30灵活配置混合A,国内权益,2015-12-11,10.7488,1.0338,融通基金,混合型-灵活,,李文海,2025-04-30,1.3634,2,0.15%,开放申购,32.8988,19.6768,12.1544,20.8837,15.2431,14.3513,20.0258,-27.1502,-33.0236,-33.0236,2020,65.0221,1.1857,2026-09-10,[],,
001479,中邮风格轮动灵活配置混合,国内权益,2016-01-27,10.6201,0.8942,中邮基金,混合型-灵活,,江刘玮,2026-05-19,0.3121,7,0.15%,开放申购,42.6471,23.0995,9.9287,18.8443,12.5267,13.6174,27.7090,-44.3699,-44.3699,-44.3699,2020,63.1902,1.0197,2026-09-10,[],,
166020,中欧成长优选混合A,国内权益,2013-08-21,13.0541,3.3826,中欧基金,混合型-灵活,,柳世庆,2025-09-30,0.9446,4,0.15%,开放申购,20.1799,16.9136,10.5099,15.0807,12.0087,11.2053,18.9626,-24.0181,-24.3362,-24.3362,2025,51.8055,1.2502,2026-09-10,['001891'],,
001144,大成互联网思维混合A,国内权益,2015-04-21,11.3895,12.9743,大成基金,混合型-灵活,,郭玮羚,2026-01-16,0.6489,4,0.12%,开放申购,78.6332,27.9368,15.3946,20.2359,15.7632,11.0710,28.3237,-34.2300,-34.2300,-52.6923,2020,58.2700,1.9263,2026-09-10,[],,
002256,金信行业优选混合发起式A,国内权益,2016-04-01,10.4422,1.9615,金信基金,混合型-灵活,,孔学兵,2020-09-30,5.9439,0,0.15%,开放申购,85.6089,30.0416,9.6163,23.6965,14.0856,14.0650,42.3715,-60.4903,-60.4903,-60.4903,2020,78.7255,1.6296,2026-09-10,[],,
001470,融通通鑫灵活配置混合A,国内权益,2015-06-15,11.2389,0.9229,融通基金,混合型-灵活,,王迪,2026-06-13,0.2437,3,0.05%,开放申购,61.8529,19.9942,15.2448,13.9203,11.8602,10.7393,19.9801,-27.0783,-27.0783,-27.0783,2026,58.7386,1.3885,2026-09-10,[],,
000845,国投瑞银信息消费混合A,国内权益,2014-12-03,11.7700,0.9672,国投瑞银基金,混合型-灵活,,"马柯,王方",2026-09-02,0.0219,5,0.15%,开放申购,59.8937,24.3608,8.8915,12.7620,8.3685,12.0785,29.7508,-43.3972,-43.9562,-43.9562,2015,55.7087,1.3464,2026-09-10,[],,
002244,景顺长城低碳科技主题混合,国内权益,2016-03-11,10.4997,1.0494,景顺长城基金,混合型-灵活,,孟棋,2023-11-07,2.8419,2,0.15%,开放申购,62.8458,29.1512,12.5745,17.7478,10.8651,12.0298,26.0099,-42.1025,-42.1025,-42.1025,2025,72.5385,2.0581,2026-09-10,[],,
000805,中银新经济灵活配置混合A,国内权益,2014-09-30,11.9452,3.4715,中银基金,混合型-灵活,,杨成,2025-04-24,1.3799,1,0.15%,开放申购,67.9861,25.7391,10.7063,18.7255,9.6340,11.3713,22.0275,-35.7664,-45.5268,-73.4153,2015,100.5660,2.0580,2026-09-10,[],,
001877,宝盈国家安全沪港深股票A,国内权益,2016-01-20,10.6393,9.7994,宝盈基金,股票型,,"容志能,赵国进",2026-07-04,0.1862,3,0.15%,开放申购,84.5895,39.5463,13.3389,19.8543,10.6449,11.8489,33.9423,-51.1113,-51.1113,-51.1113,2025,95.7621,1.7919,2026-09-10,[],,
002849,金信智能中国2025混合A,国内权益,2016-07-01,10.1930,4.5941,金信基金,混合型-灵活,,杨超,2026-06-06,0.2628,4,0.15%,开放申购,15.0464,21.0085,13.5494,15.2867,12.5036,12.2639,12.3619,-9.1734,-16.4545,-16.4545,2019,38.9356,1.2061,2026-09-10,[],,
001956,国联安科技动力股票A,国内权益,2016-01-26,10.6229,22.2076,国联安基金,股票型,,潘明,2016-01-26,10.6229,0,0.15%,开放申购,73.3291,39.5234,8.5232,21.8522,14.0706,13.3522,42.8815,-63.9873,-63.9873,-63.9873,2019,79.1981,1.4134,2026-09-10,[],,
673050,西部利得新盈混合A,国内权益,2016-01-22,10.6338,1.4834,西部利得基金,混合型-灵活,,吴海健,2026-04-18,0.3970,7,0.12%,开放申购,70.2484,23.5955,12.0765,14.6794,12.0020,11.4038,32.0871,-43.5334,-43.5334,-43.5334,2025,46.8238,1.9128,2026-09-10,[],,
001664,平安鑫安混合A,国内权益,2015-12-11,10.7488,2.9351,平安基金,混合型-灵活,,林清源,2024-11-18,1.8097,3,0.12%,开放申购,55.9623,30.0251,15.5709,12.3074,10.1586,9.4896,25.6674,-25.2235,-25.2235,-25.2235,2025,76.7827,1.5722,2026-09-10,"['007049', '001665']",,
001148,申万菱信多策略灵活配置混合A,国内权益,2015-03-31,11.4470,4.0660,申万菱信基金,混合型-灵活,,高付,2026-06-04,0.2683,8,0.07%,开放申购,11.8410,22.8750,11.5852,12.6442,11.1549,10.4987,21.4393,-35.5596,-35.5596,-35.5596,2025,36.2336,0.7246,2026-09-10,['001724'],,
320016,诺安多策略混合A,国内权益,2011-08-09,15.0883,13.8953,诺安基金,混合型-偏股,,孔宪政,2025-11-08,0.8378,3,0.15%,限大额,10.1127,27.5661,8.9424,11.8576,7.6297,8.4888,28.3745,-57.2284,-57.3379,-61.4940,2025,72.7749,0.4495,2026-09-10,[],,
002407,前海开源恒远灵活配置混合,国内权益,2016-03-28,10.4531,2.6697,前海开源基金,混合型-灵活,,邱杰,2026-01-13,0.6571,2,0.15%,开放申购,11.9954,17.9612,7.7105,14.6072,11.6959,11.4350,28.4633,-39.5028,-39.5028,-39.5028,2019,70.1614,0.6227,2026-09-10,[],,
519766,交银荣鑫灵活配置混合A,国内权益,2016-03-25,10.4613,2.4871,交银施罗德基金,混合型-灵活,,刘庆祥,2026-02-13,0.5722,3,0.08%,开放申购,1.7286,26.9511,14.6603,12.2995,10.2536,9.9260,21.2712,-31.0346,-31.0346,-31.0346,2025,113.6617,0.1449,2026-09-10,[],,
001411,诺安创新驱动混合A,国内权益,2015-06-18,11.2307,3.6393,诺安基金,混合型-灵活,,左少逸,2025-07-19,1.1444,2,0.15%,开放申购,136.3020,43.5921,10.6984,14.4438,11.6118,10.6431,34.5605,-60.4988,-60.4988,-60.4988,2026,94.1463,3.6880,2026-09-10,['002051'],,
001037,国投瑞银锐意改革混合A,国内权益,2015-03-31,11.4470,6.1269,国投瑞银基金,混合型-灵活,,"马柯,陈郑宇",2026-09-05,0.0137,5,0.15%,开放申购,65.4050,42.7763,10.3182,21.2479,13.4114,10.4800,33.1717,-56.7969,-56.7969,-62.6506,2025,69.3850,1.4639,2026-09-10,[],,
519172,浦银睿智精选混合A,国内权益,2016-02-03,10.6010,0.6069,浦银基金,混合型-灵活,,秦闻,2021-01-29,5.6126,0,0.15%,开放申购,77.0718,32.0157,9.1263,17.8222,11.1561,11.6131,30.9659,-49.9095,-50.3810,-50.3810,2019,60.2362,1.8591,2026-09-10,['519173'],,
002560,诺安和鑫混合A,国内权益,2016-04-28,10.3682,29.6664,诺安基金,混合型-灵活,,陈衍鹏,2025-07-19,1.1444,3,0.15%,开放申购,43.2563,29.1133,10.4460,16.6195,11.1529,10.8214,30.6209,-45.6511,-50.5841,-50.5841,2019,48.3099,1.2671,2026-09-10,[],,
002145,诺安景鑫灵活配置混合,国内权益,2015-12-08,10.7570,0.7861,诺安基金,混合型-灵活,,李玉良,2020-04-22,6.3847,0,0.15%,开放申购,29.0007,30.0239,8.4518,17.3993,11.6053,10.8283,23.7497,-43.8661,-43.8661,-43.8661,2025,60.8820,0.9642,2026-09-10,[],,
000270,建信灵活配置混合A,国内权益,2013-09-03,13.0185,1.9410,建信基金,混合型-灵活,,"叶乐天,郭志腾",2024-05-17,2.3162,5,0.12%,限大额,12.9593,22.2869,9.7608,7.5405,6.5308,8.4492,25.8865,-45.8556,-45.8556,-45.8556,2025,60.9625,0.5826,2026-09-10,[],,
000573,天弘通利混合A,国内权益,2014-03-14,12.4928,4.3074,天弘基金,混合型-灵活,,"金梦,胡彧",2026-02-09,0.5832,10,0.10%,开放申购,4.7695,11.5510,9.9296,10.3139,8.8203,8.6468,15.1968,-15.8240,-15.8240,-15.8240,2024,20.9021,0.2297,2026-09-10,[],,
518880,黄金ETF华安,场内ETF/LOF,2013-07-18,13.1472,862.0804,华安基金,指数型-其他,黄金9999,许之彦,2018-09-28,7.9507,0,--,场内交易,14.1252,26.0105,19.9016,16.6887,12.1702,9.8123,17.9184,-30.2913,-30.2913,-30.2913,2025,55.7356,0.4007,2026-09-10,[],74.5,1
159934,黄金ETF易方达,场内ETF/LOF,2013-11-29,12.7803,330.9526,易方达基金,指数型-其他,黄金9999,"张湛,张泽峰",2025-12-20,0.7228,2,--,场内交易,14.1368,26.0703,19.8820,16.6331,12.1132,10.6802,17.9411,-30.2881,-30.2881,-30.2881,2025,55.8033,0.4007,2026-09-10,[],71.5,
513100,纳指ETF国泰,场内ETF/LOF,2013-04-25,13.3744,194.6827,国泰基金,指数型-海外股票,纳斯达克100指数,艾小军,2023-05-10,3.3347,2,--,场内交易,17.3140,21.2447,14.0164,17.9193,19.6382,18.7307,22.7871,-30.0332,-30.0332,-30.0332,2023,56.1608,0.8404,2026-09-09,[],71.4,1
159937,黄金ETF博时,场内ETF/LOF,2014-08-13,12.0767,397.0255,博时基金,指数型-其他,黄金9999,"赵云阳,王祥",2016-11-02,9.8535,0,--,场内交易,14.0691,25.9685,19.8517,16.6437,12.1261,11.0640,17.9163,-30.2899,-30.2899,-30.2899,2025,55.6257,0.3987,2026-09-10,[],69.5,
513500,标普500ETF博时,场内ETF/LOF,2013-12-05,12.7611,239.9900,博时基金,指数型-海外股票,标准普尔500指数,万琼,2021-09-23,4.9610,1,--,场内交易,11.9627,17.3183,12.2956,13.1775,14.1022,13.2566,17.0279,-19.5196,-32.9475,-32.9475,2019,31.7671,0.8849,2026-09-09,[],67.7,1
518800,黄金ETF国泰,场内ETF/LOF,2013-07-18,13.1472,317.3455,国泰基金,指数型-其他,黄金9999,艾小军,2021-07-21,5.1389,0,--,场内交易,14.1211,26.0119,19.8539,16.6145,12.1072,9.7253,17.9434,-30.2908,-30.2908,-30.2908,2025,55.7126,0.4005,2026-09-10,[],64.5,
159941,纳指ETF广发,场内ETF/LOF,2015-06-10,11.2498,346.8166,广发基金,指数型-海外股票,纳斯达克100指数,刘杰,2020-02-14,6.5681,0,--,场内交易,16.9417,20.8970,13.7618,17.2109,18.9775,17.1831,22.8026,-30.4279,-30.4279,-30.4279,2023,55.8803,0.8240,2026-09-09,[],61.5,
512220,TMTETF景顺,场内ETF/LOF,2014-07-18,12.1478,9.7046,景顺长城基金,指数型-股票,中证科技传媒通信150指数,金璜,2025-02-07,1.5880,3,--,场内交易,54.8040,37.4483,16.0183,16.8452,9.8754,11.5361,32.1937,-42.8125,-45.8734,-66.1155,2025,72.5025,1.3287,2026-09-10,[],49.1,1
159930,能源ETF汇添富,场内ETF/LOF,2013-08-23,13.0486,8.3891,汇添富基金,指数型-股票,中证能源指数,狄则徐,2026-08-03,0.1040,5,--,场内交易,32.3109,12.0934,11.2965,11.2281,8.1372,4.4624,25.7091,-24.9984,-42.6522,-65.6466,2021,38.9179,1.2559,2026-09-10,[],45.4,1
510410,资源ETF博时,场内ETF/LOF,2012-04-10,14.4175,7.9762,博时基金,指数型-股票,上证资源,王祥,2022-07-07,4.1780,1,--,场内交易,29.6804,21.0278,8.9606,15.6181,11.4199,4.8813,23.8853,-30.8223,-41.4681,-57.5562,2025,52.6409,0.9841,2026-09-10,[],31.5,1
159909,TMT50ETF招商,场内ETF/LOF,2011-06-27,15.2060,8.2596,招商基金,指数型-股票,深证电子信息传媒产业50指数,侯昊,2025-03-20,1.4757,1,--,场内交易,35.4240,29.6642,11.0962,16.1918,9.5451,9.3619,31.0026,-45.1779,-48.3557,-67.3374,2025,64.4294,0.9785,2026-09-10,[],29.4,1
513030,德国ETF华安,场内ETF/LOF,2014-08-08,12.0876,18.0025,华安基金,指数型-海外股票,法兰克福DAX指数,倪斌,2018-09-28,7.9480,0,--,场内交易,-0.5548,14.9109,8.2337,7.0396,6.9365,5.1189,18.3126,-32.5243,-41.4392,-41.4392,2025,30.7627,-0.0198,2026-09-09,[],25.8,1
512330,信息科技ETF南方,场内ETF/LOF,2015-06-29,11.2005,8.7639,南方基金,指数型-股票,中证500信息技术指数,孙伟,2016-07-29,10.1164,0,--,场内交易,42.2714,26.9669,9.8585,13.5937,7.5476,5.4474,34.1932,-50.4392,-56.1615,-56.1615,2019,74.2950,1.0110,2026-09-10,[],23.4,1
159939,信息技术ETF广发,场内ETF/LOF,2015-01-08,11.6715,12.3609,广发基金,指数型-股票,中证全指信息技术指数,张笑天,2026-08-25,0.0438,1,--,场内交易,33.5367,25.3371,8.0798,12.3636,6.0767,6.7553,32.1020,-48.7772,-52.9019,-68.0831,2019,58.0482,0.8666,2026-09-10,[],14.8,1
512700,银行ETF南方,场内ETF/LOF,2017-06-28,9.2019,10.4831,南方基金,指数型-股票,中证银行指数,孙伟,2017-06-28,9.2019,0,--,场内交易,2.6729,15.5766,7.4227,9.7878,,7.8503,16.8466,-23.3064,-27.5746,-27.5746,2024,43.0370,-0.0183,2026-09-10,[],,
512800,银行ETF华宝,场内ETF/LOF,2017-07-18,9.1472,105.5976,华宝基金,指数型-股票,中证银行指数,丰晨成,2026-02-12,0.5749,2,--,场内交易,2.4868,15.3387,7.1696,8.0030,,5.9616,16.7095,-23.2846,-27.8325,-27.8325,2024,42.7541,-0.0298,2026-09-10,[],,
002236,大成360互联网+大数据100A,指数/指数增强,2016-02-03,10.6010,6.0926,大成基金,指数型-股票,中证360互联网+大数据100指数,夏高,2016-02-03,10.6010,0,0.12%,开放申购,7.7580,17.1421,15.3847,19.4744,10.4224,12.0544,28.7821,-37.5448,-47.9005,-47.9005,2025,42.6360,0.3508,2026-09-10,[],74.3,1
050024,博时上证自然资源ETF联接A,指数/指数增强,2012-04-10,14.4175,4.9481,博时基金,指数型-股票,上证资源,王祥,2022-07-07,4.1780,1,0.12%,开放申购,28.1091,20.2295,8.7371,15.1971,11.0718,4.5978,22.6291,-29.3144,-38.8715,-56.1284,2025,49.9274,0.9841,2026-09-10,[],55.3,1
